BILL_TO,DATE,DUE_DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_NAME,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"BILL_TO:
Barbara Wood
754 Lee Green Apt. 370
East David, ME 34931 US
Tel:+(704)982-9386
Email:byrdmichael@example.com
Site:https://www.hernandez-stevens.com/",Date: 30-Sep-2000,Due Date : 10-Oct-2017,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/85-67/603,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 30-Sep-2000

INVOICE # INV/85-67/603
PO Number :41

BILL_TO:

Barbara Wood

754 Lee Green Apt. 370

East David, ME 34931 US
Tel:+(704)982-9386
Email:byrdmichael@example.com
Site:https://www.hernandez-stevens.com/

Due Date : 10-Oct-2017

287674 __| Foot think simple. 30.25 151.25

725274 30.55 61.10
638700 40.27 40.27
517477 Pressure mother account. 52.80 158.40

. 0, .
Note: All payments to be made in cash. TAX:VAT (5.28%): 21.68 USD
Contact us for queries on these quotations. TOTAL : 422.59 USD

Total in words: four hundred and twen-
ty-two point five nine
",PO Number :41,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.28%):  21.68 USD,COMMERCIAL INVOICE,TOTAL : 422.59 USD,"Total in words:  four hundred and twen-
ty-two point five nine",Template3_Instance32.json
"BILL_TO:
Andre Quinn
92236 Samantha Heights Apt. 345
Tammyton, AZ 75233 US
Tel:+(254)825-2613
Email:david89@example.net
Site:https://www.guzman.com/",Date: 05-May-2002,Due Date : 28-Jan-1994,[],,Thank you for your business!,Invoice number 3163-736,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 05-May-2002
Invoice number 3163-736
PO Number :74

BILL_TO:

Andre Quinn

92236 Samantha Heights Apt. 345
Tammyton, AZ 75233 US
Tel:+(254)825-2613
Email:david89@example.net
Site:https://www.guzman.com/

Due Date : 28-Jan-1994

/3.00 | 786599 36.36 109.08

[3.00 _| 588780 65.49 196.47

303528 _| The though. 31.50
982521 _ | Perform among body. 97.41 487.05
616985 _ | Agency finish because. 60.73 182.19

TAX:VAT (6.49%): 65.31 USD
TOTAL : 1054.49 USD

Thank you for your business!

Total in words: one thousand and fift-
y-four point four nine
",PO Number :74,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.49%):  65.31 USD,COMMERCIAL INVOICE,TOTAL : 1054.49 USD,"Total in words:  one thousand and fift-
y-four point four nine",Template3_Instance33.json
"BILL_TO:
Charles Stout
42475 Gill Prairie Suite 747
Roseview, TX 13277 US
Tel:+(793)108-9995
Email:ramseymelanie@example.net
Site:https://www.hernandez.com/",Invoice Date: 26-Jul-2012,Due Date : 14-Sep-1994,[],,Thank you for your business!,Invoice number 4302-910,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 26-Jul-2012
Invoice number 4302-910
PO Number :63

BILL_TO:

Charles Stout

42475 Gill Prairie Suite 747
Roseview, TX 13277 US
Tel:+(793)108-9995
Email:ramseymelanie@example.net
Site:https://www.hernandez.com/

Due Date : 14-Sep-1994

457935 __| Wait summer production lot. 65.12 260.48

120628 _| No party scene. 68.30 273.20

[4.00 | 532900 84.33 337.32

TAX:VAT (5.66%): 49.30 USD

Thank you for your business!
TOTAL : 883.72 USD

Total in words: eight hundred and eight-
y-three point seven two
",PO Number :63,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.66%):  49.30 USD,COMMERCIAL INVOICE,TOTAL : 883.72 USD,"Total in words:  eight hundred and eight-
y-three point seven two",Template3_Instance34.json
"BILL_TO:
Brenda Smith
1264 Tracey Light
Lake Marcomouth, OH 71324 US
Tel:+(590)911-6722
Email:waltersnathan@example.org
Site:http://santos.info/",Invoice Date: 22-Sep-2004,Due Date : 27-Jan-2008,[],,Note:Total payment due in 14 days.,INVOICE # 1Y8M2d-439,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 22-Sep-2004

INVOICE # 1Y8M2d-439
PO Number :57

BILL_TO:

Brenda Smith

1264 Tracey Light

Lake Marcomouth, OH 71324 US
Tel:+(590)911-6722
Email:waltersnathan@example.org
Site:http://santos.info/

Due Date : 27-Jan-2008

'6.00 | 620258 _| Public likely campaign begin. 44.33 265.98

15.00 | 935220 _| Take least. 91.98 459.90
12.00 | 629675 _| Chair after. 12.73 25.46

[2.00 | 764554 24.75 43.50

TAX:VAT (4.89%): 38.88 EUR
TOTAL : 801.21 EUR

Note:Total payment due in 14 days.

Total in words: eight hundred and-
one point two one
",PO Number :57,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.89%):  38.88 EUR,TAX INVOICE,TOTAL : 801.21 EUR,"Total in words:  eight hundred and-
one point two one",Template3_Instance35.json
"BILL_TO:
Susan Jarvis
95990 Charles Estates
Lake Cameron, UT 97019 US
Tel:+(659)695-6078
Email:mhays@example.net
Site:http://martinez-crawford.net/",Date: 26-Apr-1997,Due Date : 30-May-2017,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 7521-972,"TAX INVOICE

NK.NAG & CO,

Date: 26-Apr-1997
INVOICE # 7521-972
PO Number :80

BILL_TO:

Susan Jarvis

95990 Charles Estates

Lake Cameron, UT 97019 US
Tel:+(659)695-6078
Email:mhays@example.net
Site:http://martinez-crawford.net/

Due Date : 30-May-2017

laty lin | Deseription | Unit price | Amoun

650824 _| Beain bill. 96.63 96.63
181380__ | Power husband part.

Note: TAX:VAT (5.83%): 5.78 USD
This order is shipped through blue dart courier TOTAL : 101.88 USD

Total in words: one hundred and on-
e point eight eight
",PO Number :80,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.83%):  5.78 USD,TAX INVOICE,TOTAL : 101.88 USD,"Total in words:  one hundred and on-
e point eight eight",Template3_Instance36.json
"BILL_TO:
Maria Werner
9327 Lisa Roads
Newtonview, MN 33259 US
Tel:+(334)402-2399
Email:matthew55@example.org
Site:https://www.martinez-mckee.com/",Invoice Date: 24-Feb-2008,Due Date : 14-Nov-2009,[],,Thank you for your business!,INVOICE ID INV67893796,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 24-Feb-2008
INVOICE ID INV67893796
PO Number :95

BILL_TO:

Maria Werner

9327 Lisa Roads

Newtonview, MN 33259 US
Tel:+(334)402-2399
Email:matthew55@example.org
Site:https://www.martinez-mckee.com/

Due Date : 14-Nov-2009

[2.00 _| 925600 92.38 184.76
627083 Like country investment least.

811479 _| Involve attack wrong. 94.16 282.48
797314 92.52 370.08

295984 _| Between throw material evidence. 86.83 86.83

TAX:VAT (5.29%): 49.35 USD
TOTAL : 959.35 USD

Thank you for your business!

Total in words: nine hundred and fifty-
-nine point three five
",PO Number :95,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.29%):  49.35 USD,COMMERCIAL INVOICE,TOTAL : 959.35 USD,"Total in words:  nine hundred and fifty-
-nine point three five",Template3_Instance37.json
"BILL_TO:
Philip Pugh
59561 Donaldson Plaza Suite 338
Hallton, TX 67997 US
Tel:+(315)332-5360
Email:sierra42@example.com
Site:https://oneill.org/",Date: 01-Aug-2002,Due Date : 15-Mar-2002,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV66303195,"INVOICE

NK.NAG & CO,

Date: 01-Aug-2002

INVOICE # INV66303195
PO Number :52

BILL_TO:

Philip Pugh

59561 Donaldson Plaza Suite 338
Hallton, TX 67997 US
Tel:+(315)332-5360
Email:sierra42@example.com
Site:https://oneill.org/

Due Date : 15-Mar-2002

laty lin | Deseription | Unit price | Amoun

[4.00 | 012205 _| Minute mind by let. 31.02 124.08
925158 41.91 41.91

. Ly .
Note: All payments to be made in cash. TAXWAT (5:23%): 6.65 EUR

Contact us for queries on these quotations. TOTAL : 169.97 EUR

Total in words: one hundred and sixty-
-nine point nine seven
",PO Number :52,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.23%):  8.68 EUR,INVOICE,TOTAL : 169.97 EUR,"Total in words:  one hundred and sixty-
-nine point nine seven",Template3_Instance38.json
"BILL_TO:
Laura Howard
00515 Alan Mount
New Angela, AZ 10764 US
Tel:+(540)678-7688
Email:uanderson@example.com
Site:http://www.walker.com/",Date: 01-Oct-1995,Due Date : 31-Dec-2005,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID 5Y1M7d-894,"TAX INVOICE

NK.NAG & CO,

Date: 01-Oct-1995

INVOICE ID 5Y1M7d-894
PO Number :83

BILL_TO:

Laura Howard

00515 Alan Mount

New Angela, AZ 10764 US
Tel:+(540)678-7688
Email:uanderson@example.com
Site:http://www.walker.com/

Due Date : 31-Dec-2005

laty lin | Deseription | Unit price | Amoun

839111 _| Necessary may institution. 69.57 208.71
13.00 | 655239 _| Spend every physical. 73.61 220.83

. 0, .
Note: All payments to be made in cash. TAXVAT (6.56%): 28.18 USD

Contact us for queries on these quotations. TOTAL : 450.63 USD

Total in words: four hundred and fi-
fty point six three
",PO Number :83,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.56%):  28.18 USD,TAX INVOICE,TOTAL : 450.63 USD,"Total in words:  four hundred and fi-
fty point six three",Template3_Instance39.json
"BILL_TO:
Kathy White
72064 Carol Square
Johnmouth, NY 59732 US
Tel:+(973)178-0950
Email:agraham@example.net
Site:https://www.jones.com/",Invoice Date: 20-Jun-2022,Due Date : 29-Dec-1999,[],,"Note:
This order is shipped through blue dart courier",Invoice number INV87921890,"INVOICE

NK.NAG & CO,

Invoice Date: 20-Jun-2022
Invoice number INV87921890
PO Number :42

BILL_TO:

Kathy White

72064 Carol Square
Johnmouth, NY 59732 US
Tel:+(973)178-0950
Email:agraham@example.net
Site:https://www.jones.com/

Due Date : 29-Dec-1999

885428 _| Goal instead time. 76.07 152.14
153193 _| Choice lot across debate. 52.46 52.46

173399 __| Activity language modern. 49.15 98.30
044494 _| Magazine through message. 50.05 150.15

259712 _| Candidate also house. 60.21 120.42

Note: TAX:VAT (5.83%): 33.41 USD
This order is shipped through blue dart courier TOTAL : 591.97 USD

Total in words: five hundred and ninet-
y-one point nine seven
",PO Number :42,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.83%):  33.41 USD,INVOICE,TOTAL : 591.97 USD,"Total in words:  five hundred and ninet-
y-one point nine seven",Template3_Instance4.json
"BILL_TO:
Gabriel Drake
3966 Miller Radial
North Alexhaven, DE 27862 US
Tel:+(147)432-8009
Email:maddoxmegan@example.net
Site:https://www.williams.com/",Date: 15-Oct-2022,Due Date : 09-Aug-2008,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV/71-79/248,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 15-Oct-2022
INVOICE ID INV/71-79/248
PO Number :08

BILL_TO:

Gabriel Drake

3966 Miller Radial

North Alexhaven, DE 27862 US
Tel:+(147)432-8009
Email:maddoxmegan@example.net
Site:https://www.williams.com/

Due Date : 09-Aug-2008

007542 _| Staff however. 50.77 203.08

000593 ___| Himself off. 30.44 182.64

731180 Husband message life.

Note: TAX:VAT (4.22%): 16.56 EUR
This order is shipped through blue dart courier TOTAL : 400.56 EUR

Total in words: four hundred -
point five six
",PO Number :08,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.22%):  16.56 EUR,COMMERCIAL INVOICE,TOTAL : 400.56 EUR,"Total in words:  four hundred -
point five six",Template3_Instance40.json
"BILL_TO:
Debra Harper
6613 Thompson Mall
Mannmouth, ID 51160 US
Tel:+(316)054-8792
Email:alee@example.net
Site:http://www.west.biz/",Invoice Date: 19-May-2022,Due Date : 22-Dec-2019,[],,Note:Total payment due in 14 days.,INVOICE ID INV05980978,"INVOICE

NK.NAG & CO,

Invoice Date: 19-May-2022

INVOICE ID INV05980978
PO Number :29

BILL_TO:

Debra Harper

6613 Thompson Mall
Mannmouth, ID 51160 US
Tel:+(316)054-8792
Email:alee@example.net
Site:http://www.west.biz/

Due Date : 22-Dec-2019

111295 _| These bit. 11.02 11.02

[5.00 | 593077 75.59 377.95
[5.00 | 935384 12.10 60.50

TAX:VAT (3.70%): 16.61 EUR
TOTAL : 458.66 EUR

Note:Total payment due in 14 days.

Total in words: four hundred and fift-
y-eight point six six
",PO Number :29,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.70%):  16.61 EUR,INVOICE,TOTAL : 458.66 EUR,"Total in words:  four hundred and fift-
y-eight point six six",Template3_Instance41.json
"BILL_TO:
Nancy Leonard
5720 Michael Keys
Anthonystad, ND 69503 US
Tel:+(877)504-2148
Email:caleb32@example.org
Site:https://www.martin-wyatt.com/",Date: 03-Aug-2001,Due Date : 13-Jun-2007,[],,Note:Total payment due in 14 days.,Invoice number INV30088725,"TAX INVOICE

NK.NAG & CO,

Date: 03-Aug-2001
Invoice number INV30088725
PO Number :98

BILL_TO:

Nancy Leonard

5720 Michael Keys

Anthonystad, ND 69503 US
Tel:+(877)504-2148
Email:caleb32@example.org
Site:https://www.martin-wyatt.com/

Due Date : 13-Jun-2007

125326 _| Well star catch. 15.94 79.70
657504 _| Affect story. 12.88 25.76

[2.00 | 371208 10.29 20.58
[5.00 | 892369 47.75 238.75

[3.00 | 782937 98.10 294.30

TAX:VAT (6.82%): 44.96 EUR
TOTAL : 674.92 EUR

Note:Total payment due in 14 days.

Total in words: six hundred and seven-
ty-four point nine two
",PO Number :98,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.82%):  44.96 EUR,TAX INVOICE,TOTAL : 674.92 EUR,"Total in words:  six hundred and seven-
ty-four point nine two",Template3_Instance42.json
"BILL_TO:
Karen Lee DVM
100 Susan Flats
Lake Thomasborough, GU 72110 US
Tel:+(486)149-6818
Email:igarza@example.net
Site:https://www.andersen.net/",Date: 02-Apr-1995,Due Date : 17-Jan-2020,[],,Thank you for your business!,INVOICE # 8Y6M9d-559,"TAX INVOICE

NK.NAG & CO,

Date: 02-Apr-1995
INVOICE # 8Y6M9d-559
PO Number :84

BILL_TO:

Karen Lee DVM

100 Susan Flats

Lake Thomasborough, GU 72110 US
Tel:+(486)149-6818
Email:igarza@example.net
Site:https://www.andersen.net/

Due Date : 17-Jan-2020

809969 45.85 91.70
468833 _| Seem reality shake sit. 24.42 122.10

14.00 | 456226 51.95 207.80
12.00 | 329910 _| Scientist exactly. 38.88 77.76

6.00 _| 756883 82.99 497.94

TAX:VAT (5.24%): 52.30 EUR
TOTAL : 1014.59 EUR

Thank you for your business!

Total in words: one thousand and fou-
rteen point five nine
",PO Number :84,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.24%):  52.30 EUR,TAX INVOICE,TOTAL : 1014.59 EUR,"Total in words:  one thousand and fou-
rteen point five nine",Template3_Instance43.json
"BILL_TO:
Christopher Jennings
76182 Hopkins Estate Apt. 445
Amyville, WI 39330 US
Tel:+(984)221-6696
Email:melissarojas@example.com
Site:http://www.patel.net/",Invoice Date: 12-Feb-2013,Due Date : 14-Nov-2015,[],,Note:Total payment due in 14 days.,INVOICE # INV/95-92/989,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 12-Feb-2013

INVOICE # INV/95-92/989
PO Number :32

BILL_TO:

Christopher Jennings

76182 Hopkins Estate Apt. 445
Amyville, WI 39330 US
Tel:+(984)221-6696
Email:melissarojas@example.com
Site:http://www.patel.net/

Due Date : 14-Nov-2015

281554 _| See three mother. 62.28 249.12

[2.00 | 134879 27.62 55.24
[4.00 | 757461 36.38 36.38

260087 __| Article people identify. 84.98 254.94

TAX:VAT (3.74%): 22.30 USD
TOTAL : 601.66 USD

Note:Total payment due in 14 days.

Total in words: six hundred and -
one point six six
",PO Number :32,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.74%):  22.30 USD,TAX INVOICE,TOTAL : 601.66 USD,"Total in words:  six hundred and -
one point six six",Template3_Instance44.json
"BILL_TO:
Amber Neal
3176 Philip Crossroad Suite 183
Mikestad, MH 41454 US
Tel:+(619)205-1564
Email:chavezwilliam@example.net
Site:http://www.lane.biz/",Date: 29-Mar-2019,Due Date : 11-Jan-2021,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 1480-718,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 29-Mar-2019

INVOICE # 1480-718
PO Number :17

BILL_TO:

Amber Neal

3176 Philip Crossroad Suite 183
Mikestad, MH 41454 US
Tel:+(619)205-1564
Email:chavezwilliam@example.net
Site:http://www.lane.biz/

Due Date : 11-Jan-2021

111753 80.25 80.25

113206 _| Personal full quite. 82.60 165.20

122303 96.21 192.42

. 0, .
Note: All payments to be made in cash. TAXVAT (4.36%): 19.07 USD

Contact us for queries on these quotations. TOTAL : 435.75 USD

Total in words: four hundred and thirt-
y-five point seven five
",PO Number :17,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.36%):  19.07 USD,COMMERCIAL INVOICE,TOTAL : 435.75 USD,"Total in words:  four hundred and thirt-
y-five point seven five",Template3_Instance45.json
"BILL_TO:
Brady Castro
7322 Angela Tunnel
Lake Jessicaport, MH 82274 US
Tel:+(267)866-4511
Email:reynoldssamantha@example.org
Site:https://www.davis.info/",Invoice Date: 03-Mar-2005,Due Date : 27-Oct-1996,[],,Note:Total payment due in 14 days.,INVOICE # INV/17-06/750,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 03-Mar-2005
INVOICE # INV/17-06/750
PO Number :28

BILL_TO:

Brady Castro

7322 Angela Tunnel

Lake Jessicaport, MH 82274 US
Tel:+(267)866-4511
Email:reynoldssamantha@example.org
Site:https://www.davis.info/

Due Date : 27-Oct-1996

235299 __| Candidate indeed peace. 88.26 353.04

/4.00 | 409182 40.57 40.57

734177 __| Fight oil sure. 11.74 46.96
16.00 | 147635 _| Service half include most. 89.14 534.84
16.00 __|473161 | Majority authority. 90.96 545.76

TAX:VAT (3.96%): 60.22 EUR
TOTAL : 1512.79 EUR

Note:Total payment due in 14 days.

Total in words: one thousand, five hundred -
and twelve point seven nine
",PO Number :28,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.96%):  60.22 EUR,TAX INVOICE,TOTAL : 1512.79 EUR,"Total in words:  one thousand, five hundred -
and twelve point seven nine",Template3_Instance46.json
"BILL_TO:
Diana Brown
475 Garza Rapid
East Baileyfort, NM 00752 US
Tel:+(014)139-6779
Email:xrandolph@example.org
Site:https://becker.com/",Date: 28-Oct-2014,Due Date : 04-Nov-2015,[],,Thank you for your business!,INVOICE # 9218-438,"INVOICE

NK.NAG & CO,

Date: 28-Oct-2014

INVOICE # 9218-438
PO Number :30

BILL_TO:

Diana Brown

475 Garza Rapid

East Baileyfort, NM 00752 US
Tel:+(014)139-6779
Email:xrandolph@example.org
Site:https://becker.com/

Due Date : 04-Nov-2015

|4.00 | 253027 60.85 243.40
'6.00 | 410929 79.68 478.08

998618 57.02 342.12

13.00 _| 928622 98.68 296.04
16.00 _| 791331 President mention poor. 74.21 445.26

TAX:VAT (6.08%): 109.77 EUR
TOTAL : 1877.85 EUR

Thank you for your business!

Total in words: one thousand, eight hundred and-
seventy-seven point eight five
",PO Number :30,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.08%):  109.77 EUR,INVOICE,TOTAL : 1877.85 EUR,"Total in words:  one thousand, eight hundred and-
seventy-seven point eight five",Template3_Instance47.json
"BILL_TO:
Karen Smith
0203 Eric Mall
Port Ronnie, VT 45234 US
Tel:+(764)679-1681
Email:anne46@example.com
Site:http://skinner-wallace.com/",Invoice Date: 03-Nov-2012,Due Date : 01-May-2018,[],,"Note:
This order is shipped through blue dart courier",Invoice number 0925-197,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 03-Nov-2012
Invoice number 0925-197
PO Number :30

BILL_TO:

Karen Smith

0203 Eric Mall

Port Ronnie, VT 45234 US
Tel:+(764)679-1681
Email:anne46@example.com
Site:http://skinner-wallace.com/

Due Date : 01-May-2018

230555 __| Thought soon break. 57.15 285.75

895394 _| Phone style new. 93.00 465.00

16.00 | 748270 _| Individual drive. 32.01 192.06
162273 _| Station respond. 16.23 32.46
792636 43.38 130.14

Note: TAX:VAT (4.59%): 50.76 $
This order is shipped through blue dart courier TOTAL : 1141.14 $

Total in words: one thousand, one hundred a-
nd forty-one point one four
",PO Number :30,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.59%):  50.76 $,TAX INVOICE,TOTAL : 1141.14 $,"Total in words:  one thousand, one hundred a-
nd forty-one point one four",Template3_Instance48.json
"BILL_TO:
David Barker
96198 Simon Dam Apt. 247
Jenniferborough, OR 12913 US
Tel:+(269)531-3317
Email:ghoward@example.org
Site:http://snyder.info/",Invoice Date: 20-Apr-2011,Due Date : 01-Apr-2018,[],,Thank you for choosing us!,INVOICE # 4Y9M2d-326,"INVOICE

NK.NAG & CO,

Invoice Date: 20-Apr-2011

INVOICE # 4Y9M2d-326
PO Number :89

BILL_TO:

David Barker

96198 Simon Dam Apt. 247
Jenniferborough, OR 12913 US
Tel:+(269)531-3317
Email:ghoward@example.org
Site:http://snyder.info/

Due Date : 01-Apr-2018

laty lin | Deseription | Unit price | Amoun

550332 _ | Budaet this. 18.27 73.08
006278 _| Choice scientist. 56.44 56.44

TAX:VAT (6.31%): 8.17 $
TOTAL : 135.86 $

Thank you for choosing us!

Total in words: one hundred and thirt-
y-five point eight six
",PO Number :89,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.31%):  8.17 $,INVOICE,TOTAL : 135.86 $,"Total in words:  one hundred and thirt-
y-five point eight six",Template3_Instance49.json
