BUYER,DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_NAME,SUB_TOTAL,TABLE,TAX,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Michael Houston
9612 Adrienne Land Suite 996
West Cherylview, GU 46977 US
Tel:+(663)378-4024
Email:mbrown@example.com
Site:http://hunt-davis.com/",Invoice Date: 29-May-2014,[],,"Note:
This order is shipped through blue dart courier",INVOICE # INV98001120,"Invoice Date: 29-May-2014

INVOICE # INV98001120
PO Number :22

Bill to:Michael Houston

9612 Adrienne Land Suite 996
West Cherylview, GU 46977 US
Tel:+(663)378-4024
Email:mbrown@example.com
Site:http://hunt-davis.com/

509794 Boy data. 24.40 24.40
929042 Meeting nature power. 41,92 167.68

900105 Apply interview order. 57.23 286.15
372198 Reveal tonight impact. 65.00 430.00

SUB_TOTAL : 726.31 EUR
TAX:VAT (5.81%): 42.23 EUR
BALANCE DUE : 757.50 EUR

Total in words: seven hundred and fi-
fty-seven point five

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :22,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 726.31  EUR,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.81%):  42.23 EUR,BALANCE DUE : 757.50 EUR,"Total in words:  seven hundred and fi-
fty-seven point five",Template5_Instance33.json
"Bill to:Scott Bowman
9944 Robertson Summit Apt. 086
South Joseph, ME 81184 US
Tel:+(455)541-3965
Email:alexajones@example.com
Site:https://www.dalton.info/",Invoice Date: 24-Oct-1994,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV99045409,"Invoice Date: 24-Oct-1994

INVOICE # INV99045409
PO Number :55

Bill to:Scott Bowman

9944 Robertson Summit Apt. 086
South Joseph, ME 81184 US
Tel:+(455)541 -3965
Email:alexajones@example.com
Site:https://www.dalton.info/

273477 Decade memory order. 19.70

409052 Around especially. 79.69 79.69

SUB_TOTAL : 99.39 EUR
TAX:VAT (3.08%): 3.06 EUR
BALANCE DUE : 101.36 EUR

Total in words: one hundred and o-
ne point three six

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :55,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 99.39  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.08%):  3.06 EUR,BALANCE DUE : 101.36 EUR,"Total in words:  one hundred and o-
ne point three six",Template5_Instance34.json
"Bill to:Patrick Wright
33399 Kelly Loop
Hollandville, ME 71262 US
Tel:+(386)954-6497
Email:waynelewis@example.org
Site:http://www.cox.net/",Date: 29-Nov-2002,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 6Y5M4d-123,"Date: 29-Nov-2002

INVOICE ID 6Y5M4d-123
PO Number :75

Bill to:Patrick Wright

33399 Kelly Loop

Hollandville, ME 71262 US
Tel:+(386)954-6497
Email:waynelewis@example.org
Site: http://www.cox.net/

974878 Need may price. 88.18 440.90

413790 She form clear. 48.05 48.05

SUB_TOTAL : 488.95 EUR
TAX:VAT (5.80%): 28.35 EUR
BALANCE DUE : 509.18 EUR

Total in words: five hundred and n-
ine point one eight

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :75,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 488.95  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.80%):  28.35 EUR,BALANCE DUE : 509.18 EUR,"Total in words:  five hundred and n-
ine point one eight",Template5_Instance35.json
"Buyer :Amanda Barton
1939 Lisa Mission
Michellebury, NC 82990 US
Tel:+(186)455-7355
Email:alishajones@example.org
Site:https://www.mann-butler.com/",Invoice Date: 29-May-2000,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 6Y1M8d-103,"Invoice Date: 29-May-2000

INVOICE # 6Y1M8d-103
PO Number :50

Buyer :Amanda Barton

1939 Lisa Mission

Michellebury, NC 82990 US
Tel:+(186)455-7355
Email:alishajones@example.org
Site:https://www.mann-butler.com/

376669 Support chair. 49.70 198.80

477554 Majority of. 72.76 363.80

SUB_TOTAL : 1087.37 EUR
TAX:VAT (4.29%): 46.69 EUR
BALANCE DUE : 1084.15 EUR

Total in words: one thousand and eigh-
ty-four point one five

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :50,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1087.37  EUR,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.29%):  46.69 EUR,BALANCE DUE : 1084.15 EUR,"Total in words:  one thousand and eigh-
ty-four point one five",Template5_Instance36.json
"Bill to:Jennifer Wright
106 Billy Divide Suite 994
West Valerie, CA 11277 US
Tel:+(204)143-4145
Email:ecooper@example.com
Site:https://www.martinez.com/",Date: 07-Mar-2002,[],,Thank you for choosing us!,INVOICE ID 7821-407,"Date: 07-Mar-2002

INVOICE ID 7821-407
PO Number :10

Bill to: Jennifer Wright

106 Billy Divide Suite 994

West Valerie, CA 11277 US
Tel:+(204)143-4145
Email:ecooper@example.com
Site:https://www.martinez.com/

}6.00 | 631819 Huge her find. 51.87 311.22

176046 True image goal. 20.07 80.28
863590 World chance. 72.79 363.95

SUB_TOTAL : 755.45 EUR
TAX:VAT (5.16%): 38.98 EUR
BALANCE DUE : 780.38 EUR

Total in words: seven hundred and eig-
hty point three eight

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :10,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 755.45  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.16%):  38.98 EUR,BALANCE DUE : 780.38 EUR,"Total in words:  seven hundred and eig-
hty point three eight",Template5_Instance37.json
"Buyer :Melissa Robinson
416 Carrie Plaza
North Brian, KS 22761 US
Tel:+(042)869-7685
Email:ashley29@example.com
Site:https://www.norton-brown.biz/",Date: 04-Jun-2006,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV75350777,"Date: 04-Jun-2006

INVOICE ID INV75350777
PO Number :61

Buyer :Melissa Robinson

416 Carrie Plaza

North Brian, KS 22761 US
Tel:+(042)869-7685
Email:ashley29@example.com
Site:https://www.norton-brown.biz/

}6.00 | 801115 Happy rise yard. 83,72 502.32

}6.00 | 468855 Put put site whole. 75.05 450.30

SUB_TOTAL : 1440.48 EUR
TAX:VAT (3.46%): 49.86 EUR
BALANCE DUE : 1446.26 EUR

Total in words: one thousand, four hundred -
and forty-six point two six

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :61,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1440.48  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.46%):  49.86 EUR,BALANCE DUE : 1446.26 EUR,"Total in words:  one thousand, four hundred -
and forty-six point two six",Template5_Instance38.json
"Buyer :Tracey Salinas
7844 Smith Circle Apt. 746
Johnmouth, MH 84116 US
Tel:+(552)998-3605
Email:bschneider@example.org
Site:http://www.wagner.biz/",Date: 04-Jan-2006,[],,Note:Total payment due in 14 days.,Invoice number 1Y9M9d-355,"Date: 04-Jan-2006

Invoice number 1Y9M9d-355
PO Number :01

Buyer :Tracey Salinas

7844 Smith Circle Apt. 746
Johnmouth, MH 84116 US
Tel:+(552)998-3605
Email:bschneider@example.org
Site:http://www.wagner.biz/

054846 Section similar front wonder. 64.00 64.00
}6.00 | 939477 Mention north consider. 67.26 403.56

}6.00 ‘| 563754 Majority change. 48.57 291.42
3.00 930791 Institution listen.

SUB_TOTAL : 766.30 EUR
TAX:VAT (6.55%): 50.22 EUR
BALANCE DUE : 797.36 EUR

Total in words: seven hundred and ninet-
y-seven point three six

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :01,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 766.30  EUR,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.55%):  50.22 EUR,BALANCE DUE : 797.36 EUR,"Total in words:  seven hundred and ninet-
y-seven point three six",Template5_Instance39.json
"Buyer :John Smith
2877 Leblanc Square Apt. 646
North Leslieton, PR 05818 US
Tel:+(262)614-8815
Email:storres@example.org
Site:https://www.wilson.com/",Date: 13-Nov-2009,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV70608057,"Date: 13-Nov-2009

INVOICE ID INV70608057
PO Number :95

Buyer :John Smith

2877 Leblanc Square Apt. 646
North Leslieton, PR 05818 US
Tel:+(262)614-8815
Email:storres@example.org
Site:https://www.wilson.com/

377082 Economy report. 98,36 393.44

363881 Research certain provide. 27.32 409.28

SUB_TOTAL : 587.64 USD
TAX:VAT (4.25%): 24.95 USD
BALANCE DUE : 605.13 USD

Total in words: six hundred and fi-
ve point one three

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :95,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 587.64  USD,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.25%):  24.95 USD,BALANCE DUE : 605.13 USD,"Total in words:  six hundred and fi-
ve point one three",Template5_Instance4.json
"Bill to:Renee Orr
14123 Strickland Lakes
Lovefurt, DC 20804 US
Tel:+(176)281-9632
Email:jacksonmary@example.net
Site:http://www.jones-parks.org/",Date: 11-May-2012,[],,Note:Total payment due in 14 days.,Invoice number INV/70-97/220,"Date: 11-May-2012

Invoice number INV/70-97/220
PO Number :45

Bill to:Renee Orr

14123 Strickland Lakes

Lovefurt, DC 20804 US
Tel:+(176)281-9632
Email:jacksonmary@example.net
Site:http://www.jones-parks.org/

1.00 291792 Color first stage. 61.45 61.45

SUB_TOTAL : 287.77 $
TAX:VAT (3.95%): 11.36 $
BALANCE DUE : 290.30 $

Total in words: two hundred and n-
inety point three

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :45,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 287.77  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.95%):  11.36 $,BALANCE DUE : 290.30 $,"Total in words:  two hundred and n-
inety point three",Template5_Instance40.json
"Bill to:James Gray
0474 Schultz Ridge
New John, WI 00987 US
Tel:+(100)031-0536
Email:edward84@example.com
Site:http://www.graham.org/",Invoice Date: 06-Apr-2013,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 7Y6M4d-923,"Invoice Date: 06-Apr-2013

INVOICE ID 7Y6M4d-923
PO Number :31

Bill to: James Gray

0474 Schultz Ridge

New John, WI 00987 US
Tel:+(100)031-0536
Email:edward84@example.com
Site:http://www.graham.org/

SUB_TOTAL : 474.21 EUR
TAX:VAT (3.91%): 18.56 EUR
BALANCE DUE : 475.18 EUR

Total in words: four hundred and seven-
ty-five point one eight

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :31,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 474.21  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.91%):  18.56 EUR,BALANCE DUE : 475.18 EUR,"Total in words:  four hundred and seven-
ty-five point one eight",Template5_Instance41.json
"Bill to:Thomas Adams
421 Robert Valley Apt. 173
Saratown, MS 84994 US
Tel:+(961)424-2086
Email:gbuchanan@example.org
Site:https://lopez.com/",Date: 14-Oct-2012,[],,Note:Total payment due in 14 days.,Invoice number INV/87-72/822,"Date: 14-Oct-2012

Invoice number INV/87-72/822
PO Number :26

Bill to: Thomas Adams

421 Robert Valley Apt. 173
Saratown, MS 84994 US
Tel:+(961)424-2086
Email:gbuchanan@example.org
Site:https://lopez.com/

285706 Other professor commercial. 55.15 410.30
483345 Check across likely help. 21.17 84.68

709898 Deal old. 95.68 478.40

SUB_TOTAL : 1117.65 EUR
TAX:VAT (5.55%): 62.06 EUR
BALANCE DUE : 1166.19 EUR

Total in words: one thousand, one hundred a-
nd sixty-six point one nine

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :26,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1117.65  EUR,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.55%):  62.06 EUR,BALANCE DUE : 1166.19 EUR,"Total in words:  one thousand, one hundred a-
nd sixty-six point one nine",Template5_Instance42.json
"Bill to:Charles Fry
5656 Cowan Street
Griffithtown, FL 16672 US
Tel:+(943)120-8141
Email:dcampbell@example.com
Site:https://www.carroll.com/",Invoice Date: 24-Sep-2014,[],,Thank you for choosing us!,Invoice number 0658-773,"Invoice Date: 24-Sep-2014

Invoice number 0658-773
PO Number :58

Bill to:Charles Fry

5656 Cowan Street

Griffithtown, FL 16672 US
Tel:+(943)120-8141
Email:dcampbell@example.com
Site:https://www.carroll.com/

604701 Week money poor. 25.88 77.64

931093 Rate operation happen. 13.39 53.56

SUB_TOTAL : 426.65 USD
TAX:VAT (4.07%): 17.36 USD
BALANCE DUE : 432.62 USD

Total in words: four hundred and thi-
rty-two point six two

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :58,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 426.65  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.07%):  17.36 USD,BALANCE DUE : 432.62 USD,"Total in words:  four hundred and thi-
rty-two point six two",Template5_Instance43.json
"Bill to:Jessica Hudson
64852 Stephanie Village Suite 514
East Amy, VA 79469 US
Tel:+(905)579-5378
Email:steven63@example.net
Site:http://www.conley.com/",Invoice Date: 05-Nov-2017,[],,Thank you for your business!,INVOICE # INV/56-60/971,"Invoice Date: 05-Nov-2017

INVOICE # INV/56-60/971
PO Number :65

Bill to: Jessica Hudson

64852 Stephanie Village Suite 514
East Amy, VA 79469 US
Tel:+(905)579-5378
Email:steven63@example.net
Site:http://www.conley.com/

253199 Choice so likely. 54.03 54.03
733125 Collection baby cut. 38.30 414.90
041072 Stand others enough everybody. 83,27 83.27

SUB_TOTAL : 693.70 USD
TAX:VAT (5.67%): 39.31 USD
BALANCE DUE : 720.32 USD

Total in words: seven hundred and tw-
enty point three two

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :65,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 693.70  USD,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.67%):  39.31 USD,BALANCE DUE : 720.32 USD,"Total in words:  seven hundred and tw-
enty point three two",Template5_Instance44.json
"Buyer :Reginald Bowen
3554 Amanda Groves Suite 075
Smithview, WY 28820 US
Tel:+(474)106-6911
Email:haileyweiss@example.org
Site:https://www.palmer.biz/",Invoice Date: 06-Apr-2000,[],,Thank you for choosing us!,INVOICE ID INV/50-63/129,"Invoice Date: 06-Apr-2000

INVOICE ID INV/50-63/129
PO Number :25

Buyer :Reginald Bowen

3554 Amanda Groves Suite 075
Smithview, WY 28820 US
Tel:+(474)106-6911
Email:haileyweiss@example.org
Site:https://www.palmer.biz/

884078 Attorney adult. 15.99 31.98

}6.00 | 951735 Bed arm together. 86.48 518.88

SUB_TOTAL : 550.86 $
TAX:VAT (6.13%): 33.77 $
BALANCE DUE : 564.19 $

Total in words: five hundred and sixt-
y-four point one nine

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :25,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 550.86  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.13%):  33.77 $,BALANCE DUE : 564.19 $,"Total in words:  five hundred and sixt-
y-four point one nine",Template5_Instance45.json
"Buyer :Thomas Munoz
2474 Watkins Brooks
Sarahbury, FL 46503 US
Tel:+(021)347-0646
Email:lesliewright@example.com
Site:http://www.garrett-wagner.com/",Invoice Date: 09-Jan-1997,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 3943-348,"Invoice Date: 09-Jan-1997

INVOICE # 3943-348
PO Number :82

Buyer :Thomas Munoz

2474 Watkins Brooks

Sarahbury, FL 46503 US
Tel:+(021)347-0646
Email:lesliewright@example.com
Site:http://www.garrett-wagner.com/

392317 Exactly trip base share. 93.80 469.00

207367 History view each. 70.78 283,12

SUB_TOTAL : 752.12 $
TAX:VAT (6.35%): 47.75 $
BALANCE DUE : 779.79 $

Total in words: seven hundred and seven-
ty-nine point seven nine

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :82,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 752.12  $,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.35%):  47.75 $,BALANCE DUE : 779.79 $,"Total in words:  seven hundred and seven-
ty-nine point seven nine",Template5_Instance46.json
"Buyer :Henry Rose
680 Martinez Vista
North Cynthia, NY 01983 US
Tel:+(950)915-3112
Email:debra82@example.net
Site:http://harris-david.com/",Date: 18-May-2015,[],,Thank you for choosing us!,Invoice number INV69608617,"Date: 18-May-2015

Invoice number INV69608617
PO Number :17

Buyer :Henry Rose
680 Martinez Vista
North Cynthia, NY 01983 US
Tel:+(950)915-3112
Email:debra82@example.net
Site:http://harris-david.com/

}6.00 | 675977 Speak fight nice or. 62.09 372.54
326662 Beautiful contain eat. 18.42 92.10

}6.00 | 534904 Fly build owner. 53.58
4.00 779966 Office girl bag. 31.92

SUB_TOTAL : 944.46 EUR
TAX:VAT (4.79%): 45.29 EUR
BALANCE DUE : 946.02 EUR

Total in words: nine hundred and for-
ty-six point zero two

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :17,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 944.46  EUR,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.79%):  45.29 EUR,BALANCE DUE : 946.02 EUR,"Total in words:  nine hundred and for-
ty-six point zero two",Template5_Instance47.json
"Bill to:Monica Bartlett
639 Bryant Fort Apt. 570
Port Dillonport, HI 33800 US
Tel:+(171)748-8523
Email:kellyortiz@example.com
Site:https://www.robinson-thompson.com/",Date: 31-Aug-2015,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 6299-650,"Date: 31-Aug-2015

Invoice number 6299-650
PO Number :01

Bill to:Monica Bartlett

639 Bryant Fort Apt. 570

Port Dillonport, HI 33800 US
Tel:+(171)748-8523
Email:kellyortiz@example.com
Site:https://www.robinson-thompson.com/

503323 Day probably team. 78.56 78.56

}6.00 | 725185 Key once traditional. 27.79 166.74

SUB_TOTAL : 579.00 USD
TAX:VAT (5.10%): 29.50 USD
BALANCE DUE : 597.85 USD

Total in words: five hundred and ninety-
-seven point eight five

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :01,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 579.00  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.10%):  29.50 USD,BALANCE DUE : 597.85 USD,"Total in words:  five hundred and ninety-
-seven point eight five",Template5_Instance48.json
"Bill to:Lindsey Howell
5987 Smith Mission Suite 917
Susanbury, MO 01957 US
Tel:+(177)882-8098
Email:howardzachary@example.net
Site:https://beard-calderon.org/",Date: 23-Oct-2003,[],,"Note:
This order is shipped through blue dart courier",Invoice number INV/19-96/714,"Date: 23-Oct-2003

Invoice number INV/19-96/714
PO Number :41

Bill to:Lindsey Howell

5987 Smith Mission Suite 917
Susanbury, MO 01957 US
Tel:+(177)882-8098
Email:howardzachary@example.net
Site:https://beard-calderon.org/

594939 Fast visit less. 64.07 492.21

615342 Skin group. 57.22 228,88

SUB_TOTAL : 421.09 EUR
TAX:VAT (4.28%): 18.02 EUR
BALANCE DUE : 423.40 EUR

Total in words: four hundred and twe-
nty-three point four

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :41,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 421.09  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.28%):  18.02 EUR,BALANCE DUE : 423.40 EUR,"Total in words:  four hundred and twe-
nty-three point four",Template5_Instance49.json
